iso,id,year,GG debt (% of GDP),GG debt ($ million),,
NAM,NAM2017,2017,43.829,"5,646.5",,
NAM,NAM2018,2018,48.744,"6,666.2",,
NAM,NAM2019,2019,57.568,"7,218.5",,
NAM,NAM2020,2020,64.297,"6,804.6",,
NAM,NAM2021,2021,69.603,"8,630.1",,
NAM,NAM2022,2022,70.038,"8,798.2",,
NAM,NAM2023,2023,66.145,"8,165.6",,
NAM,NAM2024,2024,66.747,"8,800.6",,
NAM,NAM2025,2025,62.532,"8,982.1",,
NPL,NPL2000,2000,50.788,"3,320.0",,
NPL,NPL2001,2001,50.766,"3,411.0",,
NPL,NPL2002,2002,51.815,"3,531.7",,
NPL,NPL2003,2003,52.974,"3,823.7",,
NPL,NPL2004,2004,51.324,"4,258.4",,
NPL,NPL2005,2005,45.133,"4,211.4",,
NPL,NPL2006,2006,42.869,"4,422.4",,
NPL,NPL2007,2007,37.885,"4,461.7",,
NPL,NPL2008,2008,36.757,"5,259.9",,
NPL,NPL2009,2009,39.462,"5,786.3",,
NPL,NPL2010,2010,35.391,"6,459.9",,
NPL,NPL2011,2011,32.425,"7,031.4",,
NPL,NPL2012,2012,34.515,"7,490.8",,
NPL,NPL2013,2013,31.899,"7,069.5",,
NPL,NPL2014,2014,27.551,"6,260.1",,
NPL,NPL2015,2015,25.73,"6,268.1",,
NPL,NPL2016,2016,24.957,"6,120.5",,
NPL,NPL2017,2017,24.989,"7,239.8",,
NPL,NPL2018,2018,31.088,"10,293.9",,
NPL,NPL2019,2019,34.03,"11,633.5",,
NPL,NPL2020,2020,43.307,"14,479.3",,
NPL,NPL2021,2021,43.285,"15,983.9",,
NPL,NPL2022,2022,42.73,"17,597.5",,
NPL,NPL2023,2023,47.124,"19,277.0",,
NPL,NPL2024,2024,49.745,"21,725.1",,
NPL,NPL2025,2025,50.359,"24,084.7",,
NIC,NIC2000,2000,95.219,"4,864.7",,
NIC,NIC2001,2001,87.476,"4,666.8",,
NIC,NIC2002,2002,110.385,"5,766.5",,
NIC,NIC2003,2003,109.54,"5,829.7",,
NIC,NIC2004,2004,84.048,"4,868.9",,
NIC,NIC2005,2005,66.608,"4,210.3",,
NIC,NIC2006,2006,51.156,"3,460.2",,
NIC,NIC2007,2007,30.916,"2,294.9",,
NIC,NIC2008,2008,25.999,"2,209.1",,
NIC,NIC2009,2009,29.258,"2,427.5",,
NIC,NIC2010,2010,30.347,"2,658.1",,
NIC,NIC2011,2011,28.794,"2,814.3",,
NIC,NIC2012,2012,27.852,"2,933.4",,
NIC,NIC2013,2013,28.835,"3,166.9",,
NIC,NIC2014,2014,28.69,"3,408.4",,
NIC,NIC2015,2015,28.911,"3,688.2",,
NIC,NIC2016,2016,30.923,"4,108.4",,
NIC,NIC2017,2017,33.721,"4,648.8",,
NIC,NIC2018,2018,37.893,"4,935.6",,
NIC,NIC2019,2019,41.763,"5,309.3",,
NIC,NIC2020,2020,47.821,"6,064.7",,
NIC,NIC2021,2021,47.145,"6,668.7",,
NIC,NIC2022,2022,44.637,"6,995.1",,
NIC,NIC2023,2023,41.678,"7,436.6",,
NIC,NIC2024,2024,39.28,"7,625.0",,
NIC,NIC2025,2025,38.191,"8,003.3",,
NER,NER2000,2000,82.104,"1,835.0",,
NER,NER2001,2001,73.982,"1,806.6",,
NER,NER2002,2002,69.035,"1,913.7",,
NER,NER2003,2003,60.604,"2,049.6",,
NER,NER2004,2004,55.05,"2,062.2",,
NER,NER2005,2005,49.46,"2,162.4",,
NER,NER2006,2006,18.283,867.2,,
NER,NER2007,2007,17.83,"1,019.2",,
NER,NER2008,2008,14.17,"1,031.4",,
NER,NER2009,2009,15.936,"1,167.2",,
NER,NER2010,2010,15.078,"1,181.8",,
NER,NER2011,2011,14.747,"1,291.0",,
NER,NER2012,2012,18.13,"1,706.4",,
NER,NER2013,2013,19.554,"1,995.7",,
NER,NER2014,2014,22.086,"2,391.9",,
NER,NER2015,2015,29.87,"2,892.6",,
NER,NER2016,2016,32.827,"3,397.6",,
NER,NER2017,2017,36.507,"4,081.8",,
NER,NER2018,2018,37.01,"4,742.5",,
NER,NER2019,2019,39.787,"5,139.3",,
NER,NER2020,2020,44.971,"6,189.8",,
NER,NER2021,2021,51.338,"7,661.2",,
NER,NER2022,2022,50.599,"7,821.6",,
NER,NER2023,2023,56.566,"9,508.2",,
NER,NER2024,2024,51.652,"10,123.3",,
NER,NER2025,2025,49.041,"10,743.4",,
NGA,NGA2000,2000,57.6,"39,066.6",,
NGA,NGA2001,2001,53.097,"38,828.8",,
NGA,NGA2002,2002,43.266,"40,662.7",,
NGA,NGA2003,2003,42.085,"43,320.2",,
NGA,NGA2004,2004,35.488,"46,256.8",,
NGA,NGA2005,2005,18.94,"32,130.8",,
NGA,NGA2006,2006,9.404,"20,951.3",,
NGA,NGA2007,2007,8.116,"21,281.4",,
NGA,NGA2008,2008,7.276,"24,029.7",,
NGA,NGA2009,2009,8.617,"25,632.0",,
NGA,NGA2010,2010,9.393,"34,666.0",,
NGA,NGA2011,2011,17.431,"72,180.9",,
NGA,NGA2012,2012,17.577,"81,021.5",,
NGA,NGA2013,2013,18.289,"94,182.1",,
NGA,NGA2014,2014,17.541,"99,720.4",,
NGA,NGA2015,2015,20.328,"100,102.6",,
NGA,NGA2016,2016,23.41,"94,728.3",,
NGA,NGA2017,2017,24.259,"91,152.0",,
NGA,NGA2018,2018,27.689,"116,774.8",,
NGA,NGA2019,2019,29.17,"138,411.1",,
NGA,NGA2020,2020,34.486,"149,226.4",,
NGA,NGA2021,2021,35.67,"157,530.1",,
NGA,NGA2022,2022,39.7,"189,157.8",,
NGA,NGA2023,2023,46.406,"168,832.5",,
NGA,NGA2024,2024,51.276,"102,408.9",,
NGA,NGA2025,2025,50.032,"97,539.9",,
MKD,MKD2000,2000,45.561,"1,719.5",,
MKD,MKD2001,2001,45.214,"1,677.0",,
MKD,MKD2002,2002,40.464,"1,614.9",,
MKD,MKD2003,2003,36.461,"1,803.4",,
MKD,MKD2004,2004,34.58,"1,965.5",,
MKD,MKD2005,2005,36.669,"2,294.4",,
MKD,MKD2006,2006,30.586,"2,098.2",,
MKD,MKD2007,2007,23.532,"1,961.9",,
MKD,MKD2008,2008,20.642,"2,046.0",,
MKD,MKD2009,2009,23.729,"2,230.5",,
MKD,MKD2010,2010,24.273,"2,285.3",,
MKD,MKD2011,2011,27.728,"2,911.2",,
MKD,MKD2012,2012,33.662,"3,282.4",,
MKD,MKD2013,2013,33.969,"3,676.8",,
MKD,MKD2014,2014,38.015,"4,325.3",,
MKD,MKD2015,2015,38.077,"3,833.2",,
MKD,MKD2016,2016,39.81,"4,254.1",,
MKD,MKD2017,2017,39.383,"4,464.5",,
MKD,MKD2018,2018,40.425,"5,131.5",,
MKD,MKD2019,2019,40.448,"5,100.1",,
MKD,MKD2020,2020,50.846,"6,297.3",,
MKD,MKD2021,2021,52.75,"7,389.2",,
MKD,MKD2022,2022,51.556,"7,081.2",,
MKD,MKD2023,2023,54.505,"8,049.8",,
MKD,MKD2024,2024,56.388,"8,943.7",,
MKD,MKD2025,2025,57.183,"9,772.6",,
PAK,PAK2000,2000,61.673,"61,315.9",,
PAK,PAK2001,2001,65.148,"63,052.8",,
PAK,PAK2002,2002,60.531,"59,422.7",,
PAK,PAK2003,2003,56.326,"63,370.7",,
PAK,PAK2004,2004,50.609,"66,908.1",,
PAK,PAK2005,2005,47.878,"69,523.2",,
PAK,PAK2006,2006,46.189,"74,766.6",,
PAK,PAK2007,2007,43.854,"80,753.2",,
PAK,PAK2008,2008,49.114,"99,310.5",,
PAK,PAK2009,2009,53.361,"99,824.6",,
PAK,PAK2010,2010,55.259,"108,701.1",,
PAK,PAK2011,2011,55.065,"126,967.2",,
PAK,PAK2012,2012,57.281,"143,256.3",,
PAK,PAK2013,2013,58.258,"150,698.3",,
PAK,PAK2014,2014,57.817,"156,928.1",,
PAK,PAK2015,2015,57.886,"173,617.5",,
PAK,PAK2016,2016,60.809,"190,711.0",,
PAK,PAK2017,2017,60.856,"206,441.2",,
PAK,PAK2018,2018,64.82,"230,864.9",,
PAK,PAK2019,2019,77.505,"248,846.1",,
PAK,PAK2020,2020,79.559,"239,003.2",,
PAK,PAK2021,2021,73.508,"256,161.4",,
PAK,PAK2022,2022,76.159,"285,482.0",,
PAK,PAK2023,2023,77.291,"260,823.9",,
PAK,PAK2024,2024,69.248,"259,399.5",,
PAK,PAK2025,2025,71.444,,,
PLW,PLW2000,2000,37.107,55.7,,
PLW,PLW2001,2001,34.609,55.0,,
PLW,PLW2002,2002,33.895,55.2,,
PLW,PLW2003,2003,34.842,54.0,,
PLW,PLW2004,2004,34.241,56.8,,
PLW,PLW2005,2005,30.468,56.7,,
PLW,PLW2006,2006,28.629,54.7,,
PLW,PLW2007,2007,33.663,66.0,,
PLW,PLW2008,2008,32.043,63.8,,
PLW,PLW2009,2009,36.599,67.3,,
PLW,PLW2010,2010,34.455,63.4,,
PLW,PLW2011,2011,30.59,59.7,,
PLW,PLW2012,2012,30.755,66.1,,
PLW,PLW2013,2013,27.42,62.0,,
PLW,PLW2014,2014,27.537,67.5,,
PLW,PLW2015,2015,21.689,61.4,,
PLW,PLW2016,2016,23.742,71.9,,
PLW,PLW2017,2017,26.914,78.1,,
PLW,PLW2018,2018,29.542,85.1,,
PLW,PLW2019,2019,30.49,86.0,,
PLW,PLW2020,2020,52.081,134.9,,
PLW,PLW2021,2021,69.731,164.6,,
PLW,PLW2022,2022,65.925,168.8,,
PLW,PLW2023,2023,80.922,228.2,,
PLW,PLW2024,2024,77.975,246.4,,
PLW,PLW2025,2025,66.613,235.1,,
PNG,PNG2000,2000,42.333,"2,188.2",,
PNG,PNG2001,2001,47.664,"2,159.7",,
PNG,PNG2002,2002,48.432,"2,124.7",,
PNG,PNG2003,2003,40.42,"2,218.2",,
PNG,PNG2004,2004,37.176,"2,334.3",,
PNG,PNG2005,2005,31.562,"2,316.3",,
PNG,PNG2006,2006,25.98,"2,170.6",,
PNG,PNG2007,2007,22.157,"2,114.9",,
PNG,PNG2008,2008,21.555,"2,515.7",,
PNG,PNG2009,2009,21.716,"2,523.2",,
PNG,PNG2010,2010,17.286,"2,463.4",,
PNG,PNG2011,2011,16.278,"2,927.6",,
PNG,PNG2012,2012,19.124,"4,072.5",,
PNG,PNG2013,2013,24.89,"5,291.9",,
PNG,PNG2014,2014,26.895,"6,242.6",,
PNG,PNG2015,2015,29.931,"6,501.9",,
PNG,PNG2016,2016,33.74,"7,004.1",,
PNG,PNG2017,2017,32.484,"7,387.8",,
PNG,PNG2018,2018,36.676,"8,842.6",,
PNG,PNG2019,2019,40.593,"10,047.2",,
PNG,PNG2020,2020,48.68,"11,609.2",,
PNG,PNG2021,2021,52.576,"13,729.2",,
PNG,PNG2022,2022,48.255,"15,253.4",,
PNG,PNG2023,2023,52.048,"16,096.4",,
PNG,PNG2024,2024,51.571,"16,449.1",,
PNG,PNG2025,2025,50.753,"16,566.3",,
PRY,PRY2000,2000,33.58,"2,973.8",,
PRY,PRY2001,2001,37.097,"3,151.8",,
PRY,PRY2002,2002,50.537,"3,636.6",,
PRY,PRY2003,2003,37.508,"2,884.7",,
PRY,PRY2004,2004,36.045,"3,469.0",,
PRY,PRY2005,2005,28.285,"3,037.2",,
PRY,PRY2006,2006,20.966,"2,815.7",,
PRY,PRY2007,2007,16.812,"3,002.0",,
PRY,PRY2008,2008,16.041,"3,948.5",,
PRY,PRY2009,2009,14.939,"3,339.6",,
PRY,PRY2010,2010,12.976,"3,520.3",,
PRY,PRY2011,2011,11.052,"3,728.6",,
PRY,PRY2012,2012,12.312,"4,099.4",,
PRY,PRY2013,2013,13.495,"5,216.0",,
PRY,PRY2014,2014,15.589,"6,294.5",,
PRY,PRY2015,2015,18.613,"6,740.0",,
PRY,PRY2016,2016,19.39,"6,997.9",,
PRY,PRY2017,2017,19.847,"7,739.7",,
PRY,PRY2018,2018,22.331,"8,982.6",,
PRY,PRY2019,2019,25.768,"9,772.5",,
PRY,PRY2020,2020,36.899,"13,074.1",,
PRY,PRY2021,2021,37.501,"14,982.0",,
PRY,PRY2022,2022,40.528,"17,002.7",,
PRY,PRY2023,2023,41.216,"17,704.3",,
PRY,PRY2024,2024,41.918,"18,836.7",,
PRY,PRY2025,2025,41.229,"19,296.4",,
PER,PER2000,2000,44.909,"22,640.4",,
PER,PER2001,2001,43.841,"22,373.8",,
PER,PER2002,2002,45.463,"24,529.1",,
PER,PER2003,2003,49.376,"28,903.2",,
PER,PER2004,2004,46.738,"30,906.0",,
PER,PER2005,2005,40.359,"29,959.3",,
PER,PER2006,2006,34.94,"30,558.2",,
PER,PER2007,2007,31.87,"32,567.0",,
PER,PER2008,2008,28.032,"34,005.1",,
PER,PER2009,2009,28.256,"34,441.8",,
PER,PER2010,2010,25.116,"37,480.6",,
PER,PER2011,2011,23.012,"39,435.4",,
PER,PER2012,2012,20.636,"39,884.4",,
PER,PER2013,2013,19.904,"40,413.5",,
PER,PER2014,2014,20.501,"41,778.0",,
PER,PER2015,2015,23.882,"46,056.4",,
PER,PER2016,2016,24.248,"47,610.5",,
PER,PER2017,2017,25.137,"54,441.2",,
PER,PER2018,2018,25.941,"59,037.3",,
PER,PER2019,2019,26.889,"62,652.4",,
PER,PER2020,2020,34.875,"72,003.3",,
PER,PER2021,2021,36.087,"81,690.9",,
PER,PER2022,2022,34.016,"83,091.9",,
PER,PER2023,2023,33.022,"88,139.7",,
PER,PER2024,2024,34.181,"96,837.8",,
PER,PER2025,2025,35.295,"104,084.2",,
PHL,PHL2000,2000,59.203,"49,533.4",,
PHL,PHL2001,2001,59.471,"46,935.1",,
PHL,PHL2002,2002,65.184,"54,954.7",,
PHL,PHL2003,2003,71.393,"62,139.8",,
PHL,PHL2004,2004,71.082,"67,529.3",,
PHL,PHL2005,2005,64.674,"69,472.8",,
PHL,PHL2006,2006,57.189,"73,003.5",,
PHL,PHL2007,2007,50.168,"78,252.0",,
PHL,PHL2008,2008,50.01,"90,521.6",,
PHL,PHL2009,2009,49.805,"87,722.5",,
PHL,PHL2010,2010,47.587,"99,156.6",,
PHL,PHL2011,2011,45.434,"106,414.2",,
PHL,PHL2012,2012,45.691,"119,673.9",,
PHL,PHL2013,2013,43.863,"124,528.4",,
PHL,PHL2014,2014,40.299,"119,883.1",,
PHL,PHL2015,2015,39.688,"121,622.3",,
PHL,PHL2016,2016,37.376,"119,090.0",,
PHL,PHL2017,2017,38.13,"125,249.8",,
PHL,PHL2018,2018,37.147,"128,841.4",,
PHL,PHL2019,2019,36.973,"139,322.8",,
PHL,PHL2020,2020,51.644,"186,822.7",,
PHL,PHL2021,2021,57.005,"224,649.3",,
PHL,PHL2022,2022,57.389,"232,054.1",,
PHL,PHL2023,2023,56.473,"246,869.5",,
PHL,PHL2024,2024,57.596,"270,736.9",,
PHL,PHL2025,2025,58.248,"295,707.6",,
RUS,RUS2000,2000,55.868,"155,460.5",,
RUS,RUS2001,2001,44.438,"145,967.7",,
RUS,RUS2002,2002,37.577,"139,058.2",,
RUS,RUS2003,2003,28.334,"130,766.5",,
RUS,RUS2004,2004,20.828,"131,902.5",,
RUS,RUS2005,2005,14.851,"121,439.2",,
RUS,RUS2006,2006,9.804,"104,010.7",,
RUS,RUS2007,2007,8.033,"111,933.1",,
RUS,RUS2008,2008,7.446,"132,472.5",,
RUS,RUS2009,2009,9.918,"129,720.2",,
RUS,RUS2010,2010,10.105,"165,025.9",,
RUS,RUS2011,2011,10.34,"211,620.6",,
RUS,RUS2012,2012,11.167,"244,723.2",,
RUS,RUS2013,2013,12.348,"282,575.1",,
RUS,RUS2014,2014,15.136,"310,112.0",,
RUS,RUS2015,2015,15.286,"207,385.6",,
RUS,RUS2016,2016,14.849,"190,163.4",,
RUS,RUS2017,2017,14.311,"225,418.3",,
RUS,RUS2018,2018,13.62,"225,139.3",,
RUS,RUS2019,2019,13.748,"233,128.1",,
RUS,RUS2020,2020,19.156,"285,063.9",,
RUS,RUS2021,2021,16.397,"302,218.0",,
RUS,RUS2022,2022,18.51,"420,158.3",,
RUS,RUS2023,2023,19.546,"392,866.6",,
RUS,RUS2024,2024,19.87,"434,023.6",,
RUS,RUS2025,2025,20.412,"448,187.9",,
RWA,RWA2000,2000,85.991,"1,762.0",,
RWA,RWA2001,2001,84.021,"1,652.7",,
RWA,RWA2002,2002,92.027,"1,806.5",,
RWA,RWA2003,2003,79.535,"1,701.3",,
RWA,RWA2004,2004,80.943,"1,932.9",,
RWA,RWA2005,2005,58.937,"1,735.7",,
RWA,RWA2006,2006,22.492,746.3,,
RWA,RWA2007,2007,22.098,899.2,,
RWA,RWA2008,2008,18.28,947.5,,
RWA,RWA2009,2009,18.492,"1,049.4",,
RWA,RWA2010,2010,18.81,"1,152.3",,
RWA,RWA2011,2011,18.717,"1,288.7",,
RWA,RWA2012,2012,19.086,"1,460.8",,
RWA,RWA2013,2013,26.065,"2,038.5",,
RWA,RWA2014,2014,28.308,"2,332.6",,
RWA,RWA2015,2015,32.369,"2,766.3",,
RWA,RWA2016,2016,36.547,"3,177.8",,
RWA,RWA2017,2017,41.317,"3,823.1",,
RWA,RWA2018,2018,44.947,"4,332.0",,
RWA,RWA2019,2019,49.854,"5,159.4",,
RWA,RWA2020,2020,65.641,"6,678.3",,
RWA,RWA2021,2021,66.581,"7,367.9",,
RWA,RWA2022,2022,60.58,"8,065.0",,
RWA,RWA2023,2023,64.473,"9,088.8",,
RWA,RWA2024,2024,71.356,"9,749.4",,
RWA,RWA2025,2025,73.298,"10,277.8",,
WSM,WSM2000,2000,55.769,151.1,,
WSM,WSM2001,2001,53.784,146.8,,
WSM,WSM2002,2002,50.287,145.3,,
WSM,WSM2003,2003,42.763,146.2,,
WSM,WSM2004,2004,39.842,166.5,,
WSM,WSM2005,2005,34.151,166.0,,
WSM,WSM2006,2006,33.496,172.8,,
WSM,WSM2007,2007,31.466,178.7,,
WSM,WSM2008,2008,28.18,192.8,,
WSM,WSM2009,2009,33.256,205.5,,
WSM,WSM2010,2010,40.281,273.9,,
WSM,WSM2011,2011,41.526,309.0,,
WSM,WSM2012,2012,50.928,393.7,,
WSM,WSM2013,2013,54.08,431.6,,
WSM,WSM2014,2014,54.874,437.3,,
WSM,WSM2015,2015,56.366,464.5,,
WSM,WSM2016,2016,48.994,413.5,,
WSM,WSM2017,2017,46.684,413.2,,
WSM,WSM2018,2018,49.405,433.8,,
WSM,WSM2019,2019,44.291,404.4,,
WSM,WSM2020,2020,43.186,375.3,,
WSM,WSM2021,2021,46.297,390.7,,
WSM,WSM2022,2022,43.701,364.0,,
WSM,WSM2023,2023,33.426,312.2,,
WSM,WSM2024,2024,27.988,298.9,,
WSM,WSM2025,2025,27.421,314.5,,
STP,STP2000,2000,,,,
STP,STP2001,2001,418.38,301.2,,
STP,STP2002,2002,366.512,293.2,,
STP,STP2003,2003,329.366,316.2,,
STP,STP2004,2004,354.452,368.6,,
STP,STP2005,2005,334.172,417.7,,
STP,STP2006,2006,283.181,376.6,,
STP,STP2007,2007,110.14,159.7,,
STP,STP2008,2008,60.673,114.1,,
STP,STP2009,2009,70.315,141.3,,
STP,STP2010,2010,82.992,158.5,,
STP,STP2011,2011,86.018,196.1,,
STP,STP2012,2012,86.318,199.4,,
STP,STP2013,2013,77.142,207.5,,
STP,STP2014,2014,67.427,198.9,,
STP,STP2015,2015,84.318,220.9,,
STP,STP2016,2016,81.689,240.2,,
STP,STP2017,2017,74.726,242.9,,
STP,STP2018,2018,71.493,276.7,,
STP,STP2019,2019,76.387,317.8,,
STP,STP2020,2020,70.752,336.8,,
STP,STP2021,2021,60.08,317.8,,
STP,STP2022,2022,55.861,305.0,,
STP,STP2023,2023,50.658,346.5,,
STP,STP2024,2024,40.602,329.7,,
STP,STP2025,2025,31.8,302.7,,
SEN,SEN2000,2000,57.514,"3,460.0",,
SEN,SEN2001,2001,53.209,"3,462.8",,
SEN,SEN2002,2002,51.993,"3,640.0",,
SEN,SEN2003,2003,42.883,"3,759.6",,
SEN,SEN2004,2004,37.999,"3,827.3",,
SEN,SEN2005,2005,36.13,"3,979.7",,
SEN,SEN2006,2006,17.487,"2,045.8",,
SEN,SEN2007,2007,18.963,"2,654.1",,
SEN,SEN2008,2008,19.073,"3,214.2",,
SEN,SEN2009,2009,29.937,"4,828.2",,
SEN,SEN2010,2010,34.6,"5,582.4",,
SEN,SEN2011,2011,32.877,"5,855.7",,
SEN,SEN2012,2012,34.489,"6,094.9",,
SEN,SEN2013,2013,36.86,"6,973.5",,
SEN,SEN2014,2014,42.366,"8,389.3",,
SEN,SEN2015,2015,44.509,"7,912.4",,
SEN,SEN2016,2016,47.524,"9,046.2",,
SEN,SEN2017,2017,61.139,"12,832.5",,
SEN,SEN2018,2018,61.523,"14,228.4",,
SEN,SEN2019,2019,63.575,"14,879.7",,
SEN,SEN2020,2020,69.166,"16,969.2",,
SEN,SEN2021,2021,73.306,"20,220.7",,
SEN,SEN2022,2022,75.954,"21,072.7",,
SEN,SEN2023,2023,81.199,"25,120.5",,
SEN,SEN2024,2024,84.336,"28,408.6",,
SEN,SEN2025,2025,80.476,"30,423.1",,
SRB,SRB2000,2000,213.781,"20,929.2",,
SRB,SRB2001,2001,100.618,"13,089.4",,
SRB,SRB2002,2002,71.656,"12,314.1",,
SRB,SRB2003,2003,67.63,"15,226.9",,
SRB,SRB2004,2004,59.133,"15,384.6",,
SRB,SRB2005,2005,51.312,"14,108.7",,
SRB,SRB2006,2006,37.972,"12,379.6",,
SRB,SRB2007,2007,31.204,"13,541.0",,
SRB,SRB2008,2008,30.556,"15,917.8",,
SRB,SRB2009,2009,33.925,"15,319.2",,
SRB,SRB2010,2010,39.766,"16,450.8",,
SRB,SRB2011,2011,43.709,"21,539.8",,
SRB,SRB2012,2012,53.869,"23,333.9",,
SRB,SRB2013,2013,56.406,"27,297.1",,
SRB,SRB2014,2014,66.242,"31,174.8",,
SRB,SRB2015,2015,69.854,"27,701.3",,
SRB,SRB2016,2016,67.426,"27,437.7",,
SRB,SRB2017,2017,57.5,"25,402.9",,
SRB,SRB2018,2018,53.305,"26,994.2",,
SRB,SRB2019,2019,51.711,"26,638.4",,
SRB,SRB2020,2020,56.888,"30,353.2",,
SRB,SRB2021,2021,56.24,"35,311.4",,
SRB,SRB2022,2022,53.497,"34,004.3",,
SRB,SRB2023,2023,48.912,"36,775.5",,
SRB,SRB2024,2024,48.609,"40,126.7",,
SRB,SRB2025,2025,47.409,"42,020.5",,
SLE,SLE2000,2000,,,,
SLE,SLE2001,2001,113.486,"1,958.8",,
SLE,SLE2002,2002,99.765,"1,985.3",,
SLE,SLE2003,2003,99.762,"2,212.7",,
SLE,SLE2004,2004,93.249,"2,181.1",,
SLE,SLE2005,2005,78.851,"2,106.9",,
SLE,SLE2006,2006,61.875,"1,945.4",,
SLE,SLE2007,2007,26.379,910.3,,
SLE,SLE2008,2008,46.059,"1,808.3",,
SLE,SLE2009,2009,31.07,"1,179.1",,
SLE,SLE2010,2010,28.936,"1,207.8",,
SLE,SLE2011,2011,25.774,"1,236.9",,
SLE,SLE2012,2012,24.064,"1,382.7",,
SLE,SLE2013,2013,22.291,"1,501.5",,
SLE,SLE2014,2014,26.848,"1,750.8",,
SLE,SLE2015,2015,28.826,"1,945.8",,
SLE,SLE2016,2016,38.86,"2,340.5",,
SLE,SLE2017,2017,44.182,"2,567.9",,
SLE,SLE2018,2018,44.165,"2,822.1",,
SLE,SLE2019,2019,45.274,"2,951.4",,
SLE,SLE2020,2020,46.366,"3,098.2",,
SLE,SLE2021,2021,47.062,"3,291.5",,
SLE,SLE2022,2022,53.974,"3,842.4",,
SLE,SLE2023,2023,49.219,"3,148.5",,
SLE,SLE2024,2024,42.831,"3,174.2",,
SLE,SLE2025,2025,42.877,"3,346.1",,
SLB,SLB2000,2000,44.303,186.1,,
SLB,SLB2001,2001,52.806,216.5,,
SLB,SLB2002,2002,65.723,227.4,,
SLB,SLB2003,2003,61.327,216.5,,
SLB,SLB2004,2004,58.211,231.7,,
SLB,SLB2005,2005,44.674,213.1,,
SLB,SLB2006,2006,42.305,228.0,,
SLB,SLB2007,2007,33.019,204.7,,
SLB,SLB2008,2008,28.926,202.2,,
SLB,SLB2009,2009,18.865,138.8,,
SLB,SLB2010,2010,22.948,194.4,,
SLB,SLB2011,2011,18.344,192.6,,
SLB,SLB2012,2012,13.266,157.2,,
SLB,SLB2013,2013,11.569,148.8,,
SLB,SLB2014,2014,10.143,135.5,,
SLB,SLB2015,2015,7.876,103.0,,
SLB,SLB2016,2016,7.535,103.9,,
SLB,SLB2017,2017,8.77,128.9,,
SLB,SLB2018,2018,7.948,128.4,,
SLB,SLB2019,2019,7.819,126.6,,
SLB,SLB2020,2020,11.452,175.9,,
SLB,SLB2021,2021,16.113,245.4,,
SLB,SLB2022,2022,16.037,251.1,,
SLB,SLB2023,2023,20.898,341.3,,
SLB,SLB2024,2024,21.877,378.5,,
SLB,SLB2025,2025,23.233,426.3,,
SOM,SOM2000,2000,#N/A,#N/A,,
SOM,SOM2001,2001,#N/A,#N/A,,
SOM,SOM2002,2002,#N/A,#N/A,,
SOM,SOM2003,2003,#N/A,#N/A,,
SOM,SOM2004,2004,#N/A,#N/A,,
SOM,SOM2005,2005,#N/A,#N/A,,
SOM,SOM2006,2006,#N/A,#N/A,,
SOM,SOM2007,2007,#N/A,#N/A,,
SOM,SOM2008,2008,#N/A,#N/A,,
SOM,SOM2009,2009,#N/A,#N/A,,
SOM,SOM2010,2010,#N/A,#N/A,,
SOM,SOM2011,2011,#N/A,#N/A,,
SOM,SOM2012,2012,#N/A,#N/A,,
SOM,SOM2013,2013,#N/A,#N/A,,
SOM,SOM2014,2014,#N/A,#N/A,,
SOM,SOM2015,2015,#N/A,#N/A,,
SOM,SOM2016,2016,#N/A,#N/A,,
SOM,SOM2017,2017,#N/A,#N/A,,
SOM,SOM2018,2018,#N/A,#N/A,,
SOM,SOM2019,2019,#N/A,#N/A,,
SOM,SOM2020,2020,#N/A,#N/A,,
SOM,SOM2021,2021,#N/A,#N/A,,
SOM,SOM2022,2022,#N/A,#N/A,,
SOM,SOM2023,2023,#N/A,#N/A,,
SOM,SOM2024,2024,#N/A,#N/A,,
SOM,SOM2025,2025,#N/A,#N/A,,
ZAF,ZAF2000,2000,37.929,"57,597.1",,
ZAF,ZAF2001,2001,38.045,"51,561.2",,
ZAF,ZAF2002,2002,31.801,"41,145.7",,
ZAF,ZAF2003,2003,31.514,"62,087.9",,
ZAF,ZAF2004,2004,30.733,"78,734.3",,
ZAF,ZAF2005,2005,29.637,"85,576.5",,
ZAF,ZAF2006,2006,28.03,"85,226.6",,
ZAF,ZAF2007,2007,24.326,"80,920.4",,
ZAF,ZAF2008,2008,24.045,"76,100.3",,
ZAF,ZAF2009,2009,26.995,"89,403.1",,
ZAF,ZAF2010,2010,31.185,"130,139.7",,
ZAF,ZAF2011,2011,34.742,"159,364.3",,
ZAF,ZAF2012,2012,37.408,"162,500.4",,
ZAF,ZAF2013,2013,40.356,"161,777.9",,
ZAF,ZAF2014,2014,43.253,"164,878.3",,
ZAF,ZAF2015,2015,45.195,"156,674.3",,
ZAF,ZAF2016,2016,47.134,"152,475.2",,
ZAF,ZAF2017,2017,48.588,"185,274.3",,
ZAF,ZAF2018,2018,51.536,"208,768.7",,
ZAF,ZAF2019,2019,56.101,"218,370.3",,
ZAF,ZAF2020,2020,68.927,"232,887.8",,
ZAF,ZAF2021,2021,68.672,"288,956.7",,
ZAF,ZAF2022,2022,70.832,"288,112.7",,
ZAF,ZAF2023,2023,73.363,"279,213.7",,
ZAF,ZAF2024,2024,74.978,"302,195.1",,
ZAF,ZAF2025,2025,77.401,"323,571.8",,
SSD,SSD2000,2000,,,,
