iso,id,year,GG debt (% of GDP),GG debt ($ million)
STP,STP2000,2000,..,..
STP,STP2001,2001,418.38,301.2
STP,STP2002,2002,366.512,293.2
STP,STP2003,2003,329.366,316.2
STP,STP2004,2004,354.452,368.6
STP,STP2005,2005,334.172,417.7
STP,STP2006,2006,283.181,376.6
STP,STP2007,2007,110.14,159.7
STP,STP2008,2008,60.673,114.1
STP,STP2009,2009,70.315,141.3
STP,STP2010,2010,82.992,158.5
STP,STP2011,2011,86.018,196.1
STP,STP2012,2012,86.318,199.4
STP,STP2013,2013,77.142,207.5
STP,STP2014,2014,67.427,198.9
STP,STP2015,2015,84.318,220.9
STP,STP2016,2016,81.689,240.2
STP,STP2017,2017,74.726,242.9
STP,STP2018,2018,71.493,276.7
STP,STP2019,2019,76.387,317.8
STP,STP2020,2020,70.752,336.8
STP,STP2021,2021,62.383,330.0
STP,STP2022,2022,58.146,318.6
STP,STP2023,2023,49.509,324.8
STP,STP2024,2024,42.614,320.0
STP,STP2025,2025,37.356,306.7
SEN,SEN2000,2000,57.514,3460.0
SEN,SEN2001,2001,53.209,3462.8
SEN,SEN2002,2002,51.993,3640.0
SEN,SEN2003,2003,42.883,3759.6
SEN,SEN2004,2004,37.999,3827.3
SEN,SEN2005,2005,36.13,3979.7
SEN,SEN2006,2006,17.487,2045.8
SEN,SEN2007,2007,18.963,2654.1
SEN,SEN2008,2008,19.073,3214.2
SEN,SEN2009,2009,29.937,4828.2
SEN,SEN2010,2010,34.6,5582.4
SEN,SEN2011,2011,32.877,5855.7
SEN,SEN2012,2012,34.489,6094.9
SEN,SEN2013,2013,36.86,6973.5
SEN,SEN2014,2014,42.366,8389.3
SEN,SEN2015,2015,44.509,7912.4
SEN,SEN2016,2016,47.524,9046.2
SEN,SEN2017,2017,61.139,12832.5
SEN,SEN2018,2018,61.523,14228.4
SEN,SEN2019,2019,63.575,14879.7
SEN,SEN2020,2020,69.166,16969.2
SEN,SEN2021,2021,73.306,20220.7
SEN,SEN2022,2022,75.954,21072.7
SEN,SEN2023,2023,79.588,24996.2
SEN,SEN2024,2024,72.546,25717.6
SEN,SEN2025,2025,67.641,27031.4
SRB,SRB2000,2000,213.781,20929.2
SRB,SRB2001,2001,100.618,13089.4
SRB,SRB2002,2002,71.656,12314.1
SRB,SRB2003,2003,67.63,15226.9
SRB,SRB2004,2004,59.133,15384.6
SRB,SRB2005,2005,51.312,14108.7
SRB,SRB2006,2006,37.972,12379.6
SRB,SRB2007,2007,31.204,13541.0
SRB,SRB2008,2008,30.556,15917.8
SRB,SRB2009,2009,33.925,15319.2
SRB,SRB2010,2010,39.766,16450.8
SRB,SRB2011,2011,43.709,21539.8
SRB,SRB2012,2012,53.869,23333.9
SRB,SRB2013,2013,56.406,27297.1
SRB,SRB2014,2014,66.242,31174.8
SRB,SRB2015,2015,69.854,27701.3
SRB,SRB2016,2016,67.426,27437.7
SRB,SRB2017,2017,57.5,25402.9
SRB,SRB2018,2018,53.305,26994.2
SRB,SRB2019,2019,51.711,26638.4
SRB,SRB2020,2020,56.888,30353.2
SRB,SRB2021,2021,56.24,35311.4
SRB,SRB2022,2022,53.497,34004.3
SRB,SRB2023,2023,48.912,36775.5
SRB,SRB2024,2024,49.11,40207.8
SRB,SRB2025,2025,48.294,42372.2
SLE,SLE2000,2000,..,..
SLE,SLE2001,2001,180.656,1958.3
SLE,SLE2002,2002,158.815,1985.2
SLE,SLE2003,2003,160.348,2212.8
SLE,SLE2004,2004,151.598,2181.5
SLE,SLE2005,2005,130.898,2107.5
SLE,SLE2006,2006,103.229,1944.8
SLE,SLE2007,2007,42.166,910.4
SLE,SLE2008,2008,72.004,1808.0
SLE,SLE2009,2009,48.05,1179.1
SLE,SLE2010,2010,46.849,1207.8
SLE,SLE2011,2011,42.033,1236.6
SLE,SLE2012,2012,36.371,1382.8
SLE,SLE2013,2013,30.545,1501.6
SLE,SLE2014,2014,35.089,1756.9
SLE,SLE2015,2015,47.645,2025.9
SLE,SLE2016,2016,60.725,2340.9
SLE,SLE2017,2017,69.155,2567.7
SLE,SLE2018,2018,69.089,2822.3
SLE,SLE2019,2019,72.45,2951.6
SLE,SLE2020,2020,76.331,3098.3
SLE,SLE2021,2021,79.357,3291.7
SLE,SLE2022,2022,94.086,3852.8
SLE,SLE2023,2023,80.016,3125.4
SLE,SLE2024,2024,69.659,3175.1
SLE,SLE2025,2025,67.808,3115.1
SLB,SLB2000,2000,44.303,186.1
SLB,SLB2001,2001,52.806,216.5
SLB,SLB2002,2002,65.723,227.4
SLB,SLB2003,2003,61.327,216.5
SLB,SLB2004,2004,58.211,231.7
SLB,SLB2005,2005,44.674,213.1
SLB,SLB2006,2006,42.305,228.0
SLB,SLB2007,2007,33.019,204.7
SLB,SLB2008,2008,28.926,202.2
SLB,SLB2009,2009,18.865,138.8
SLB,SLB2010,2010,22.948,194.4
SLB,SLB2011,2011,18.344,192.6
SLB,SLB2012,2012,15.221,180.4
SLB,SLB2013,2013,13.473,173.3
SLB,SLB2014,2014,10.463,139.8
SLB,SLB2015,2015,8.961,117.2
SLB,SLB2016,2016,7.066,97.4
SLB,SLB2017,2017,8.466,124.5
SLB,SLB2018,2018,7.879,127.2
SLB,SLB2019,2019,7.87,127.4
SLB,SLB2020,2020,13.516,207.6
SLB,SLB2021,2021,15.936,237.3
SLB,SLB2022,2022,17.252,269.1
SLB,SLB2023,2023,17.967,293.0
SLB,SLB2024,2024,19.795,337.9
SLB,SLB2025,2025,21.059,383.3
SOM,SOM2000,2000,..,..
SOM,SOM2001,2001,..,..
SOM,SOM2002,2002,..,..
SOM,SOM2003,2003,..,..
SOM,SOM2004,2004,..,..
SOM,SOM2005,2005,..,..
SOM,SOM2006,2006,..,..
SOM,SOM2007,2007,..,..
SOM,SOM2008,2008,..,..
SOM,SOM2009,2009,..,..
SOM,SOM2010,2010,..,..
SOM,SOM2011,2011,..,..
SOM,SOM2012,2012,..,..
SOM,SOM2013,2013,..,..
SOM,SOM2014,2014,..,..
SOM,SOM2015,2015,..,..
SOM,SOM2016,2016,..,..
SOM,SOM2017,2017,..,..
SOM,SOM2018,2018,..,..
SOM,SOM2019,2019,..,..
SOM,SOM2020,2020,..,..
SOM,SOM2021,2021,..,..
SOM,SOM2022,2022,..,..
SOM,SOM2023,2023,..,..
SOM,SOM2024,2024,..,..
SOM,SOM2025,2025,..,..
ZAF,ZAF2000,2000,37.929,57597.1
ZAF,ZAF2001,2001,38.045,51561.2
ZAF,ZAF2002,2002,31.801,41145.7
ZAF,ZAF2003,2003,31.514,62087.9
ZAF,ZAF2004,2004,30.733,78734.3
ZAF,ZAF2005,2005,29.637,85576.5
ZAF,ZAF2006,2006,28.03,85226.6
ZAF,ZAF2007,2007,24.326,80920.4
ZAF,ZAF2008,2008,24.045,76100.3
ZAF,ZAF2009,2009,26.995,89403.1
ZAF,ZAF2010,2010,31.185,130139.7
ZAF,ZAF2011,2011,34.742,159364.3
ZAF,ZAF2012,2012,37.408,162500.4
ZAF,ZAF2013,2013,40.356,161777.9
ZAF,ZAF2014,2014,43.253,164878.3
ZAF,ZAF2015,2015,45.195,156674.3
ZAF,ZAF2016,2016,47.134,152475.2
ZAF,ZAF2017,2017,48.588,185274.3
ZAF,ZAF2018,2018,51.536,208768.7
ZAF,ZAF2019,2019,56.101,218370.3
ZAF,ZAF2020,2020,68.863,232889.8
ZAF,ZAF2021,2021,68.797,288953.6
ZAF,ZAF2022,2022,71.121,288115.4
ZAF,ZAF2023,2023,73.929,279212.1
ZAF,ZAF2024,2024,75.439,281563.2
ZAF,ZAF2025,2025,77.856,299562.6
SSD,SSD2000,2000,..,..
SSD,SSD2001,2001,..,..
SSD,SSD2002,2002,..,..
SSD,SSD2003,2003,..,..
SSD,SSD2004,2004,..,..
SSD,SSD2005,2005,..,..
SSD,SSD2006,2006,..,..
SSD,SSD2007,2007,..,..
SSD,SSD2008,2008,..,..
SSD,SSD2009,2009,..,..
SSD,SSD2010,2010,..,..
SSD,SSD2011,2011,0,0.0
SSD,SSD2012,2012,8.906,1003.4
SSD,SSD2013,2013,17.587,2628.7
SSD,SSD2014,2014,38.141,5789.0
SSD,SSD2015,2015,57.243,8773.1
SSD,SSD2016,2016,125.581,3640.6
SSD,SSD2017,2017,117.592,2121.4
SSD,SSD2018,2018,69.177,2156.9
SSD,SSD2019,2019,42.833,1732.2
SSD,SSD2020,2020,49.284,2672.7
SSD,SSD2021,2021,52.218,3101.7
SSD,SSD2022,2022,39.922,3208.5
SSD,SSD2023,2023,54.129,3948.7
SSD,SSD2024,2024,48.252,3144.6
SSD,SSD2025,2025,42.107,2942.0
LKA,LKA2000,2000,79.202,15845.9
LKA,LKA2001,2001,84.364,16228.3
LKA,LKA2002,2002,96.301,19489.4
LKA,LKA2003,2003,86.45,19323.3
LKA,LKA2004,2004,86.499,21125.7
LKA,LKA2005,2005,76.589,22118.9
LKA,LKA2006,2006,74.29,24847.8
LKA,LKA2007,2007,71.849,27496.6
LKA,LKA2008,2008,68.782,33137.1
LKA,LKA2009,2009,72.75,36193.1
LKA,LKA2010,2010,68.731,40305.9
LKA,LKA2011,2011,69.428,47020.1
LKA,LKA2012,2012,67.504,47517.4
LKA,LKA2013,2013,69.457,53436.0
LKA,LKA2014,2014,69.561,57376.0
LKA,LKA2015,2015,76.334,64953.4
LKA,LKA2016,2016,75,66000.0
LKA,LKA2017,2017,72.26,68196.1
LKA,LKA2018,2018,83.585,78974.5
LKA,LKA2019,2019,82.594,73521.0
LKA,LKA2020,2020,96.725,81675.6
LKA,LKA2021,2021,102.74,90974.2
LKA,LKA2022,2022,115.536,86474.1
LKA,LKA2023,2023,..,..
LKA,LKA2024,2024,..,..
LKA,LKA2025,2025,..,..
LCA,LCA2000,2000,32.805,305.7
LCA,LCA2001,2001,38.012,339.1
LCA,LCA2002,2002,47.653,428.4
LCA,LCA2003,2003,44.692,441.1
LCA,LCA2004,2004,48.774,519.9
LCA,LCA2005,2005,50.426,572.3
LCA,LCA2006,2006,47.954,608.1
LCA,LCA2007,2007,48.196,641.5
LCA,LCA2008,2008,46.898,669.2
LCA,LCA2009,2009,50.418,705.9
LCA,LCA2010,2010,52.766,772.0
LCA,LCA2011,2011,54.937,862.0
LCA,LCA2012,2012,60.177,961.6
LCA,LCA2013,2013,61.24,1016.6
LCA,LCA2014,2014,61.847,1082.3
LCA,LCA2015,2015,60.557,1094.3
LCA,LCA2016,2016,60.211,1125.3
LCA,LCA2017,2017,59.911,1197.6
LCA,LCA2018,2018,60.231,1241.4
LCA,LCA2019,2019,61.902,1301.8
LCA,LCA2020,2020,94.199,1434.7
LCA,LCA2021,2021,82.902,1533.7
LCA,LCA2022,2022,74.249,1705.5
LCA,LCA2023,2023,74.33,1831.5
LCA,LCA2024,2024,75.839,1958.2
LCA,LCA2025,2025,77.235,2086.1
VCT,VCT2000,2000,54.195,232.0
VCT,VCT2001,2001,51.904,239.8
VCT,VCT2002,2002,53.152,259.4
VCT,VCT2003,2003,55.261,281.3
VCT,VCT2004,2004,58.516,321.8
VCT,VCT2005,2005,50.488,292.8
VCT,VCT2006,2006,44.715,288.0
VCT,VCT2007,2007,48.424,345.7
VCT,VCT2008,2008,50.228,368.2
VCT,VCT2009,2009,57.248,408.8
VCT,VCT2010,2010,61.098,439.9
VCT,VCT2011,2011,63.989,456.9
VCT,VCT2012,2012,67.809,495.0
VCT,VCT2013,2013,70.018,535.6
VCT,VCT2014,2014,75.069,578.8
VCT,VCT2015,2015,75.075,590.8
VCT,VCT2016,2016,79.434,646.6
VCT,VCT2017,2017,68.981,582.2
VCT,VCT2018,2018,69.396,613.5
VCT,VCT2019,2019,68.075,620.2
VCT,VCT2020,2020,79.477,690.7
VCT,VCT2021,2021,89.956,784.4
VCT,VCT2022,2022,87.933,832.7
VCT,VCT2023,2023,85.785,893.0
VCT,VCT2024,2024,87.491,986.9
VCT,VCT2025,2025,85.837,1025.8
SDN,SDN2000,2000,143.248,18814.2
SDN,SDN2001,2001,125.587,19737.3
SDN,SDN2002,2002,121.72,22076.4
SDN,SDN2003,2003,117.353,25060.7
SDN,SDN2004,2004,97.804,26060.9
SDN,SDN2005,2005,75.477,26555.1
SDN,SDN2006,2006,63.706,28835.9
SDN,SDN2007,2007,53.692,31914.5
SDN,SDN2008,2008,55.756,36148.3
SDN,SDN2009,2009,70.995,38913.8
SDN,SDN2010,2010,74.568,49003.1
SDN,SDN2011,2011,78.113,51904.5
SDN,SDN2012,2012,117.671,57597.6
SDN,SDN2013,2013,105.752,55934.3
SDN,SDN2014,2014,84.426,51268.5
SDN,SDN2015,2015,93.196,60143.1
SDN,SDN2016,2016,109.93,71331.4
SDN,SDN2017,2017,149.539,73133.5
SDN,SDN2018,2018,186.741,62431.3
SDN,SDN2019,2019,200.215,67244.2
SDN,SDN2020,2020,275.212,94865.6
SDN,SDN2021,2021,187.807,65356.8
SDN,SDN2022,2022,185.784,62724.4
SDN,SDN2023,2023,316.479,81385.7
SDN,SDN2024,2024,280.313,75306.1
SDN,SDN2025,2025,262.898,72157.6
SUR,SUR2000,2000,35.74,484.3
SUR,SUR2001,2001,37.194,434.1
SUR,SUR2002,2002,35.599,524.7
SUR,SUR2003,2003,31.291,541.0
SUR,SUR2004,2004,29.483,589.7
SUR,SUR2005,2005,27.107,648.7
SUR,SUR2006,2006,22.536,633.7
SUR,SUR2007,2007,16.418,516.2
SUR,SUR2008,2008,14.774,558.9
SUR,SUR2009,2009,14.648,607.9
SUR,SUR2010,2010,17.317,809.9
SUR,SUR2011,2011,18.738,887.2
SUR,SUR2012,2012,20.096,1071.5
SUR,SUR2013,2013,27.902,1537.4
SUR,SUR2014,2014,25.208,1414.7
SUR,SUR2015,2015,41.175,2110.6
SUR,SUR2016,2016,75.395,2500.9
SUR,SUR2017,2017,73.029,2623.2
SUR,SUR2018,2018,68.627,2742.3
SUR,SUR2019,2019,84.027,3374.5
SUR,SUR2020,2020,146.436,4264.2
SUR,SUR2021,2021,115.824,3572.0
SUR,SUR2022,2022,116.751,4239.2
SUR,SUR2023,2023,91.781,3442.7
SUR,SUR2024,2024,87.914,3812.8
SUR,SUR2025,2025,82.236,3782.9
SYR,SYR2000,2000,152.094,30207.4
SYR,SYR2001,2001,144.49,30312.6
SYR,SYR2002,2002,132.427,30137.7
SYR,SYR2003,2003,133.37,28944.0
SYR,SYR2004,2004,113.047,28492.4
SYR,SYR2005,2005,50.71,14645.6
SYR,SYR2006,2006,44.977,15213.0
SYR,SYR2007,2007,42.672,17277.0
SYR,SYR2008,2008,37.319,19641.4
SYR,SYR2009,2009,31.212,16835.4
SYR,SYR2010,2010,30.024,18027.3
SYR,SYR2011,2011,..,..
SYR,SYR2012,2012,..,..
SYR,SYR2013,2013,..,..
SYR,SYR2014,2014,..,..
SYR,SYR2015,2015,..,..
SYR,SYR2016,2016,..,..
SYR,SYR2017,2017,..,..
SYR,SYR2018,2018,..,..
SYR,SYR2019,2019,..,..
SYR,SYR2020,2020,..,..
SYR,SYR2021,2021,..,..
SYR,SYR2022,2022,..,..
SYR,SYR2023,2023,..,..
SYR,SYR2024,2024,..,..
SYR,SYR2025,2025,..,..
TJK,TJK2000,2000,111.429,1104.3
TJK,TJK2001,2001,99.449,1051.2
TJK,TJK2002,2002,98.297,1191.4
TJK,TJK2003,2003,69.76,1084.8
TJK,TJK2004,2004,49.412,1024.3
TJK,TJK2005,2005,45.843,1059.4
TJK,TJK2006,2006,36.807,1034.6
TJK,TJK2007,2007,34.269,1272.1
TJK,TJK2008,2008,30.229,1552.3
TJK,TJK2009,2009,36.94,1838.5
TJK,TJK2010,2010,36.838,2078.4
TJK,TJK2011,2011,35.512,2316.4
TJK,TJK2012,2012,32.462,2464.5
TJK,TJK2013,2013,29.292,2491.6
TJK,TJK2014,2014,27.892,2577.8
TJK,TJK2015,2015,35.019,2751.4
TJK,TJK2016,2016,42.179,2950.0
TJK,TJK2017,2017,46.3,3488.7
TJK,TJK2018,2018,46.585,3615.9
TJK,TJK2019,2019,43.495,3610.5
TJK,TJK2020,2020,51.762,4210.3
TJK,TJK2021,2021,42.097,3760.9
TJK,TJK2022,2022,32.124,3370.8
TJK,TJK2023,2023,30.931,3666.9
TJK,TJK2024,2024,30.755,3983.7
TJK,TJK2025,2025,30.206,4264.5
TZA,TZA2000,2000,..,..
TZA,TZA2001,2001,50.77,6402.1
TZA,TZA2002,2002,47.371,6216.5
TZA,TZA2003,2003,44.376,6283.2
TZA,TZA2004,2004,44.522,6934.7
TZA,TZA2005,2005,46.091,7915.7
TZA,TZA2006,2006,34.462,6505.7
TZA,TZA2007,2007,23.761,5182.3
TZA,TZA2008,2008,21.743,6040.0
TZA,TZA2009,2009,24.013,7036.0
TZA,TZA2010,2010,27.553,8778.4
TZA,TZA2011,2011,28.383,9755.0
TZA,TZA2012,2012,30.046,11913.2
TZA,TZA2013,2013,32.68,14927.2
TZA,TZA2014,2014,36.409,18197.9
TZA,TZA2015,2015,39.524,18743.9
TZA,TZA2016,2016,39.797,19808.6
TZA,TZA2017,2017,40.655,21659.0
TZA,TZA2018,2018,42.032,23023.0
TZA,TZA2019,2019,40.437,23775.7
TZA,TZA2020,2020,41.269,26153.4
TZA,TZA2021,2021,43.394,29492.3
TZA,TZA2022,2022,44.881,33269.4
TZA,TZA2023,2023,46.329,36807.0
TZA,TZA2024,2024,46.059,36665.3
TZA,TZA2025,2025,44.398,38238.2
THA,THA2000,2000,57.826,73087.4
THA,THA2001,2001,57.469,69132.9
THA,THA2002,2002,54.902,73733.9
THA,THA2003,2003,47.501,72335.0
THA,THA2004,2004,46.266,79992.1
THA,THA2005,2005,45.462,86067.7
THA,THA2006,2006,39.177,86878.1
THA,THA2007,2007,35.985,94620.0
THA,THA2008,2008,34.947,101829.6
THA,THA2009,2009,42.364,119344.0
THA,THA2010,2010,39.831,135865.5
THA,THA2011,2011,39.116,145049.6
THA,THA2012,2012,41.93,166696.1
THA,THA2013,2013,42.19,177338.9
THA,THA2014,2014,43.335,176520.4
THA,THA2015,2015,42.559,170787.6
THA,THA2016,2016,41.745,172559.6
THA,THA2017,2017,41.778,190656.8
THA,THA2018,2018,41.941,212537.7
THA,THA2019,2019,41.063,223373.3
THA,THA2020,2020,49.42,247328.3
THA,THA2021,2021,58.337,295334.6
THA,THA2022,2022,60.522,299974.9
THA,THA2023,2023,62.44,321531.7
THA,THA2024,2024,64.51,354088.9
THA,THA2025,2025,65.529,375739.4
TLS,TLS2000,2000,..,..
TLS,TLS2001,2001,0,0.0
TLS,TLS2002,2002,0,0.0
TLS,TLS2003,2003,0,0.0
TLS,TLS2004,2004,0,0.0
TLS,TLS2005,2005,0,0.0
TLS,TLS2006,2006,0,0.0
TLS,TLS2007,2007,0,0.0
TLS,TLS2008,2008,0,0.0
TLS,TLS2009,2009,0,0.0
TLS,TLS2010,2010,0,0.0
TLS,TLS2011,2011,0,0.0
TLS,TLS2012,2012,0.002,0.0
TLS,TLS2013,2013,0.456,6.4
TLS,TLS2014,2014,1.533,22.2
TLS,TLS2015,2015,2.909,46.4
TLS,TLS2016,2016,4.667,77.1
TLS,TLS2017,2017,6.645,107.4
TLS,TLS2018,2018,9.216,146.0
TLS,TLS2019,2019,9.398,192.5
TLS,TLS2020,2020,10.109,218.7
TLS,TLS2021,2021,6.485,234.9
TLS,TLS2022,2022,7.901,253.2
TLS,TLS2023,2023,11.755,274.8
TLS,TLS2024,2024,14.237,283.6
TLS,TLS2025,2025,14.546,311.3
TGO,TGO2000,2000,..,..
TGO,TGO2001,2001,..,..
TGO,TGO2002,2002,..,..
TGO,TGO2003,2003,..,..
TGO,TGO2004,2004,..,..
TGO,TGO2005,2005,63.083,1943.0
TGO,TGO2006,2006,67.744,2149.5
TGO,TGO2007,2007,70.504,2651.0
TGO,TGO2008,2008,67.309,3081.4
TGO,TGO2009,2009,57.649,2719.3
TGO,TGO2010,2010,33.454,1589.1
TGO,TGO2011,2011,33.809,1832.8
TGO,TGO2012,2012,34.342,1860.3
TGO,TGO2013,2013,41.071,2473.3
TGO,TGO2014,2014,44.859,2868.7
TGO,TGO2015,2015,52.247,3007.3
TGO,TGO2016,2016,59.755,3626.5
TGO,TGO2017,2017,56.68,3619.0
TGO,TGO2018,2018,57.676,4056.4
TGO,TGO2019,2019,54.057,3780.2
TGO,TGO2020,2020,62.211,4603.6
TGO,TGO2021,2021,64.863,5408.3
TGO,TGO2022,2022,66.52,5417.4
TGO,TGO2023,2023,67.163,6081.6
TGO,TGO2024,2024,68.255,6710.8
TGO,TGO2025,2025,66.459,7016.1
TON,TON2000,2000,43.562,88.4
TON,TON2001,2001,53.397,96.6
TON,TON2002,2002,60.662,111.0
TON,TON2003,2003,56.221,113.6
TON,TON2004,2004,52.248,120.7
TON,TON2005,2005,43.349,113.6
TON,TON2006,2006,39.55,115.5
TON,TON2007,2007,37.816,113.1
TON,TON2008,2008,34.005,117.0
TON,TON2009,2009,39.727,123.9
TON,TON2010,2010,44.732,164.2
TON,TON2011,2011,51.853,215.2
TON,TON2012,2012,54.429,256.4
TON,TON2013,2013,49.038,221.2
TON,TON2014,2014,47.476,208.9
TON,TON2015,2015,51.176,223.6
TON,TON2016,2016,49.415,208.0
TON,TON2017,2017,44.679,205.5
TON,TON2018,2018,45.9,220.8
TON,TON2019,2019,41.321,211.2
TON,TON2020,2020,43.62,213.7
TON,TON2021,2021,47.547,223.5
TON,TON2022,2022,45.35,225.8
TON,TON2023,2023,41.081,224.7
TON,TON2024,2024,43.794,254.4
TON,TON2025,2025,49.965,302.8
TUN,TUN2000,2000,62.859,14158.4
TUN,TUN2001,2001,52.155,12071.8
TUN,TUN2002,2002,51.625,12531.5
TUN,TUN2003,2003,52.556,15134.6
TUN,TUN2004,2004,51.578,16871.2
TUN,TUN2005,2005,49.977,16917.7
TUN,TUN2006,2006,45.715,16484.4
TUN,TUN2007,2007,42.704,17431.3
TUN,TUN2008,2008,45.053,21192.5
TUN,TUN2009,2009,44.471,20275.7
TUN,TUN2010,2010,43.36,20036.7
TUN,TUN2011,2011,46.97,22602.9
TUN,TUN2012,2012,51.78,24497.6
TUN,TUN2013,2013,46.745,22755.9
TUN,TUN2014,2014,50.737,25507.0
TUN,TUN2015,2015,52.401,23988.7
TUN,TUN2016,2016,58.908,26131.6
TUN,TUN2017,2017,67.099,28293.6
TUN,TUN2018,2018,72.908,31122.2
TUN,TUN2019,2019,67.297,28200.8
TUN,TUN2020,2020,77.624,33021.2
TUN,TUN2021,2021,79.942,37323.3
TUN,TUN2022,2022,79.94,36984.2
TUN,TUN2023,2023,76.557,39260.7
TUN,TUN2024,2024,78.64,43022.4
TUN,TUN2025,2025,79.5,44398.4
TUR,TUR2000,2000,51.318,140776.1
TUR,TUR2001,2001,75.509,152715.4
TUR,TUR2002,2002,71.506,171751.0
TUR,TUR2003,2003,65.16,205092.4
TUR,TUR2004,2004,57.158,233848.8
TUR,TUR2005,2005,50.196,254085.1
TUR,TUR2006,2006,44.225,245504.5
TUR,TUR2007,2007,37.759,256945.8
TUR,TUR2008,2008,37.748,290969.1
TUR,TUR2009,2009,43.212,280358.2
TUR,TUR2010,2010,39.511,306825.8
TUR,TUR2011,2011,35.912,301125.0
TUR,TUR2012,2012,32.227,283643.0
TUR,TUR2013,2013,30.892,295792.1
TUR,TUR2014,2014,28.277,265383.0
TUR,TUR2015,2015,27.163,234707.6
TUR,TUR2016,2016,27.747,241199.1
TUR,TUR2017,2017,27.777,238585.5
TUR,TUR2018,2018,29.86,232964.7
TUR,TUR2019,2019,32.39,246332.4
TUR,TUR2020,2020,39.446,284073.9
TUR,TUR2021,2021,40.384,330477.2
TUR,TUR2022,2022,30.802,279017.1
TUR,TUR2023,2023,28.882,320143.4
TUR,TUR2024,2024,30.873,343789.7
TUR,TUR2025,2025,31.009,343243.6
TKM,TKM2000,2000,72.895,6259.5
TKM,TKM2001,2001,45.068,5342.8
TKM,TKM2002,2002,31.963,4754.5
TKM,TKM2003,2003,22.367,4368.9
TKM,TKM2004,2004,15.092,3663.1
TKM,TKM2005,2005,9.012,2646.2
TKM,TKM2006,2006,5.587,2043.6
TKM,TKM2007,2007,4.047,1796.4
TKM,TKM2008,2008,4.706,1731.2
TKM,TKM2009,2009,4.081,1410.5
TKM,TKM2010,2010,6.215,2185.4
TKM,TKM2011,2011,10.019,4449.7
TKM,TKM2012,2012,13.762,6915.7
TKM,TKM2013,2013,16.014,8145.2
TKM,TKM2014,2014,12.304,6915.3
TKM,TKM2015,2015,14.545,6537.1
TKM,TKM2016,2016,18.52,7940.6
TKM,TKM2017,2017,19.98,9171.2
TKM,TKM2018,2018,18.663,9200.7
TKM,TKM2019,2019,15.272,8099.5
TKM,TKM2020,2020,13.323,6979.3
TKM,TKM2021,2021,10.653,6491.3
TKM,TKM2022,2022,5.772,4500.0
TKM,TKM2023,2023,4.703,3626.3
TKM,TKM2024,2024,4.655,3812.3
TKM,TKM2025,2025,4.505,4009.5
TUV,TUV2000,2000,..,..
TUV,TUV2001,2001,..,..
TUV,TUV2002,2002,..,..
TUV,TUV2003,2003,..,..
TUV,TUV2004,2004,..,..
TUV,TUV2005,2005,37.408,8.6
TUV,TUV2006,2006,37.494,9.0
TUV,TUV2007,2007,32.398,9.4
TUV,TUV2008,2008,19.758,6.3
TUV,TUV2009,2009,20.565,5.8
TUV,TUV2010,2010,21.059,6.7
TUV,TUV2011,2011,19.098,7.6
TUV,TUV2012,2012,19.275,7.5
TUV,TUV2013,2013,17.79,6.9
TUV,TUV2014,2014,16.387,6.4
TUV,TUV2015,2015,14.37,5.3
TUV,TUV2016,2016,11.489,4.7
TUV,TUV2017,2017,12.05,5.4
TUV,TUV2018,2018,11.858,5.7
TUV,TUV2019,2019,11.537,6.2
TUV,TUV2020,2020,12.267,6.4
TUV,TUV2021,2021,11.538,6.9
TUV,TUV2022,2022,10.066,5.9
TUV,TUV2023,2023,8.287,5.1
TUV,TUV2024,2024,7.003,4.6
TUV,TUV2025,2025,5.938,4.1
UGA,UGA2000,2000,48.545,3765.2
UGA,UGA2001,2001,51.352,4023.4
UGA,UGA2002,2002,54.711,4609.4
UGA,UGA2003,2003,55.139,4810.9
UGA,UGA2004,2004,48.966,5263.8
UGA,UGA2005,2005,42.563,5303.3
UGA,UGA2006,2006,27.758,3908.0
UGA,UGA2007,2007,16.976,2972.8
UGA,UGA2008,2008,15.654,3509.5
UGA,UGA2009,2009,14.793,3566.1
UGA,UGA2010,2010,18.355,4530.6
UGA,UGA2011,2011,17.959,4938.9
UGA,UGA2012,2012,19.491,6030.3
UGA,UGA2013,2013,22.08,7138.7
UGA,UGA2014,2014,24.768,8607.9
UGA,UGA2015,2015,28.022,8440.8
UGA,UGA2016,2016,31.285,9472.5
UGA,UGA2017,2017,33.64,10626.5
UGA,UGA2018,2018,34.947,11926.4
UGA,UGA2019,2019,37.595,14245.5
UGA,UGA2020,2020,46.33,17559.5
UGA,UGA2021,2021,50.419,21552.6
UGA,UGA2022,2022,49.861,23717.4
UGA,UGA2023,2023,49.929,25872.7
UGA,UGA2024,2024,49.718,27996.2
UGA,UGA2025,2025,48.576,30144.3
UKR,UKR2000,2000,43.79,14157.7
UKR,UKR2001,2001,36.69,13891.9
UKR,UKR2002,2002,33.58,14217.4
UKR,UKR2003,2003,29.38,14718.2
UKR,UKR2004,2004,24.798,16056.0
UKR,UKR2005,2005,17.741,15256.6
UKR,UKR2006,2006,14.801,15950.6
UKR,UKR2007,2007,12.267,17573.7
UKR,UKR2008,2008,20.413,37011.4
UKR,UKR2009,2009,35.425,41475.2
UKR,UKR2010,2010,40.626,55255.8
UKR,UKR2011,2011,36.876,60129.6
UKR,UKR2012,2012,37.542,65991.7
UKR,UKR2013,2013,40.519,74275.4
